,DHSID,LAT_GPS,LON_GPS,CLUSTNUM,URBAN_RURA,wealth_index,education_completed_yrs,electricity_access,RADIUS(KM)
576,PH201700000990,10.5492293111,125.127545685,990.0,R,1901.3809523809523,8.952380952380953,0.9523809523809524,10
577,PH201700000991,10.2604429747,125.237043976,991.0,R,-16371.47619047619,7.523809523809524,0.9047619047619048,10
578,PH201700000992,10.3818084088,124.965980317,992.0,R,7728.44,8.0,1.0,10
579,PH201700000993,10.2492139959,124.893127613,993.0,R,-57190.47826086957,4.521739130434782,0.9130434782608696,10
580,PH201700000994,10.0507697895,125.019089022,994.0,R,-43403.807692307695,8.846153846153847,0.8846153846153846,10
581,PH201700000995,11.7501885653,124.908683012,995.0,R,101026.22727272728,12.863636363636363,0.9545454545454546,10
582,PH201700000996,12.1521165497,124.524633542,996.0,R,-61995.75,4.291666666666667,0.8333333333333334,10
583,PH201700000997,11.6851763589,124.853374232,997.0,R,-58042.47826086957,5.695652173913044,0.9565217391304348,10
584,PH201700000998,11.2846340339,125.062931728,998.0,R,50119.95238095238,10.428571428571429,1.0,10
585,PH201700000999,11.6980716954,125.044047022,999.0,R,-39330.68,6.36,1.0,10
586,PH201700001000,11.6796384967,124.885016885,1000.0,R,-78642.61904761905,6.095238095238095,1.0,10
587,PH201700001001,12.0919554694,124.601465359,1001.0,R,-16307.588235294115,8.764705882352942,0.8235294117647058,10
588,PH201700001002,11.9809335086,124.724593425,1002.0,R,-77431.27272727272,5.7727272727272725,0.8636363636363636,10
589,PH201700001003,12.1762202383,124.444325754,1003.0,R,-29992.375,5.791666666666667,0.9166666666666666,10
590,PH201700001004,11.5990619518,125.003515521,1004.0,R,-34028.80952380953,5.476190476190476,1.0,10
591,PH201700001005,11.5284936014,124.842506869,1005.0,R,-91880.22727272728,6.681818181818182,0.9090909090909092,10
592,PH201700001006,11.903039366,125.083616006,1006.0,R,-55683.17647058824,5.235294117647059,1.0,10
593,PH201700000013,6.71590321977,121.995735295,13.0,R,76253.0,13.3,1.0,10
594,PH201700000014,6.70182152782,121.976884443,14.0,R,-32643.821428571428,10.785714285714286,1.0,10
595,PH201700000015,6.69470046712,121.956108288,15.0,U,-8792.869565217392,14.73913043478261,1.0,2
596,PH201700000016,6.7356840707,121.950270556,16.0,R,-39917.13043478261,5.956521739130435,1.0,10
597,PH201700000017,6.70662791623,121.962071639,17.0,U,17931.157894736843,10.947368421052632,0.9473684210526316,2
598,PH201700000018,6.72634959922,122.002148189,18.0,R,59813.11111111111,11.72222222222222,1.0,10
599,PH201700001007,8.59285107746,123.341972989,1007.0,U,76454.08695652174,11.869565217391305,1.0,2
600,PH201700001008,8.48219533661,123.295181045,1008.0,R,-50991.3,7.9,0.85,10
601,PH201700001009,8.72034457271,123.400063029,1009.0,R,-73427.625,7.416666666666667,0.9166666666666666,10
602,PH201700001010,8.22620152259,122.995122693,1010.0,R,-21374.42105263158,8.0,0.8947368421052632,10
603,PH201700001011,8.32086877808,123.007648295,1011.0,R,-78642.64705882352,5.705882352941177,0.8235294117647058,10
604,PH201700001012,8.0405776986,122.547801403,1012.0,R,-85255.36842105263,8.631578947368421,0.7368421052631579,10
605,PH201700001013,8.48117091922,123.418693781,1013.0,R,-54103.21739130434,7.260869565217392,0.9130434782608696,10
606,PH201700001014,8.62138702027,123.511509161,1014.0,R,-82159.25,12.55,0.9,10
607,PH201700001015,8.37135037117,123.242905065,1015.0,R,-145241.68181818182,3.0,0.1818181818181818,10
608,PH201700001016,8.08238280445,122.755757556,1016.0,R,-88404.59090909091,6.363636363636363,0.8181818181818182,10
609,PH201700001017,7.75928432011,122.142462558,1017.0,R,-112864.4,7.05,0.65,10
610,PH201700001018,8.14132997897,123.13298853,1018.0,R,-133883.61904761905,3.857142857142857,0.4285714285714285,10
611,PH201700001019,8.192497902,123.344663952,1019.0,R,-13951.09523809524,8.047619047619047,0.8095238095238095,10
612,PH201700001020,8.08580934016,123.447942826,1020.0,R,-56504.31818181818,9.0,0.7727272727272727,10
613,PH201700001021,8.00081651211,123.183890922,1021.0,R,-159180.9,3.55,0.2,10
614,PH201700001022,7.46868699229,123.300939709,1022.0,R,-97218.95454545454,7.272727272727272,0.6818181818181818,10
615,PH201700001023,7.85017540698,122.999402211,1023.0,R,-132993.4,5.133333333333334,0.3333333333333333,10
616,PH201700001024,7.91849606761,123.033140763,1024.0,R,-138583.57894736843,2.736842105263158,0.3157894736842105,10
617,PH201700001025,7.83103181807,123.433887194,1025.0,U,29059.5,9.6,1.0,2
618,PH201700001026,8.10917737978,123.403199664,1026.0,R,-13487.44,8.76,0.88,10
619,PH201700001027,8.11124007794,123.543344652,1027.0,R,-38566.181818181816,8.5,0.8636363636363636,10
620,PH201700001028,7.84077610919,123.451253201,1028.0,U,151081.4705882353,13.705882352941176,1.0,2
621,PH201700001029,7.75775541433,123.14522613,1029.0,U,-80532.22727272728,5.681818181818182,0.6818181818181818,2
622,PH201700001030,7.40418541875,123.37857789,1030.0,R,-65092.27272727273,6.5,0.6818181818181818,10
623,PH201700001031,6.9624194231,121.972621058,1031.0,U,-4401.0,10.12,0.96,2
624,PH201700001032,6.95599299404,122.070663308,1032.0,U,-23167.466666666667,10.0,0.8666666666666667,2
625,PH201700001033,6.9936746212,122.18013961,1033.0,U,44724.5,11.38888888888889,0.9444444444444444,2
626,PH201700001034,7.2338718782,122.246998545,1034.0,U,-41293.95,6.75,0.9,2
627,PH201700001035,6.9346016394,122.074731351,1035.0,U,120285.5,14.25,1.0,2
628,PH201700001036,6.91752801798,122.052348192,1036.0,U,-44450.56,8.08,0.92,2
629,PH201700001037,6.92843818612,122.086749112,1037.0,U,103289.27777777778,13.0,0.9444444444444444,2
630,PH201700001038,6.90588753934,122.09656089,1038.0,U,-53448.55555555556,8.722222222222221,0.9444444444444444,2
631,PH201700001039,7.67939350602,122.437627164,1039.0,R,-10359.40909090909,14.772727272727272,0.8636363636363636,10
632,PH201700001040,7.72141143113,122.51405232,1040.0,R,-72027.13636363637,6.227272727272728,0.6818181818181818,10
633,PH201700001041,7.50020183133,122.368673755,1041.0,R,-85496.68181818182,8.727272727272727,0.8181818181818182,10
634,PH201700001042,7.30835399963,122.833004043,1042.0,R,-55030.78947368421,7.631578947368421,0.9473684210526316,10
635,PH201700001043,7.64294977929,122.939460265,1043.0,R,-82997.45454545454,7.454545454545454,0.6818181818181818,10
636,PH201700001044,7.64020797542,122.975083954,1044.0,R,-93431.4705882353,6.352941176470588,0.4117647058823529,10
637,PH201700001045,7.76749837185,122.568240828,1045.0,U,21841.67857142857,11.821428571428571,0.9642857142857144,2
638,PH201700001046,7.80376789436,122.644768,1046.0,R,-102004.43478260867,8.91304347826087,0.782608695652174,10
639,PH201700001047,7.69019131848,122.418519328,1047.0,R,-88874.77272727272,6.363636363636363,0.8181818181818182,10
640,PH201700001048,7.65430788251,122.945384185,1048.0,U,-12183.3,9.65,0.95,2
641,PH201700001049,7.78412394457,122.992546455,1049.0,R,-40901.583333333336,7.416666666666667,0.875,10
642,PH201700001050,7.53743396066,122.841904193,1050.0,R,-63385.63157894737,8.052631578947368,0.7894736842105263,10
643,PH201700001051,8.15752179371,125.134715184,1051.0,R,67669.53846153847,11.153846153846152,0.8846153846153846,10
644,PH201700001052,8.10361242452,125.311709584,1052.0,U,-58505.05263157895,12.789473684210526,0.8421052631578947,2
645,PH201700001053,8.11403065679,125.019558767,1053.0,R,-82835.17391304347,5.304347826086956,0.5652173913043478,10
646,PH201700001054,7.78308907902,125.086928176,1054.0,U,8576.75,11.5,0.9166666666666666,2
647,PH201700001055,7.57167877199,124.997927525,1055.0,R,-37939.608695652176,8.0,0.7391304347826086,10
648,PH201700001056,7.53762582657,124.893506492,1056.0,R,-69504.90476190476,7.619047619047619,0.6666666666666666,10
649,PH201700001057,8.35879997151,124.801789129,1057.0,U,45591.333333333336,10.416666666666666,0.9583333333333334,2
650,PH201700001058,8.28668071358,124.772317081,1058.0,R,-64642.29166666666,7.916666666666667,0.625,10
651,PH201700001059,8.28697489154,124.904513047,1059.0,R,-85615.54545454546,6.363636363636363,0.5454545454545454,10
652,PH201700001060,7.89878701398,125.081218411,1060.0,U,82725.75,12.541666666666666,1.0,2
653,PH201700001061,7.62793977481,125.1280696,1061.0,R,-32649.636363636364,8.772727272727273,0.9545454545454546,10
654,PH201700001062,7.61106595696,124.956050788,1062.0,R,-66383.5,7.083333333333333,0.7916666666666666,10
655,PH201700001063,8.24686625342,124.273486432,1063.0,U,59033.7,10.5,1.0,2
656,PH201700001064,8.23921117685,124.24337635,1064.0,U,170304.88235294115,15.470588235294118,1.0,2
657,PH201700001065,8.25582072568,124.266735701,1065.0,U,85595.6,12.35,0.95,2
658,PH201700001066,8.31315822967,124.400015606,1066.0,R,-132589.4375,4.8125,0.1875,10
659,PH201700001067,8.19815678206,124.192082072,1067.0,U,64936.26315789474,11.947368421052632,1.0,2
660,PH201700001068,8.19238707821,124.18582452,1068.0,U,34247.36842105263,10.68421052631579,0.9473684210526316,2
661,PH201700001069,8.21318222286,124.243420653,1069.0,U,23330.136363636364,10.5,0.9545454545454546,2
662,PH201700001070,8.20355476126,124.253585733,1070.0,U,-61411.52631578947,12.947368421052632,0.6842105263157895,2
663,PH201700001071,8.19081587639,124.023907764,1071.0,U,7300.045454545455,10.363636363636363,1.0,2
664,PH201700001072,8.12931249855,124.238244369,1072.0,R,-119317.91428571429,6.0285714285714285,0.6,10
665,PH201700001073,8.12313785483,124.317020924,1073.0,R,-109194.95238095238,4.190476190476191,0.5238095238095238,10
666,PH201700001074,7.97880525374,123.749475352,1074.0,R,2215.6666666666665,9.238095238095235,0.8095238095238095,10
667,PH201700001075,7.99529977804,123.852352958,1075.0,R,-82379.5,7.9,0.85,10
668,PH201700001076,7.9564970855,123.696168823,1076.0,R,8956.681818181818,9.454545454545457,0.9545454545454546,10
669,PH201700001077,8.19065206459,124.084085475,1077.0,R,-32854.82608695652,9.478260869565217,0.9565217391304348,10
670,PH201700001078,8.1332802419,124.216430207,1078.0,R,-95630.47368421052,5.526315789473684,1.0,10
671,PH201700001079,8.01830717383,123.973175782,1079.0,R,-138044.92857142858,3.821428571428572,0.5357142857142857,10
672,PH201700001080,7.90413722563,123.837756652,1080.0,U,15466.25,9.75,1.0,2
673,PH201700001081,7.81618540946,123.704597606,1081.0,R,-28988.434782608696,7.521739130434782,0.8260869565217391,10
674,PH201700001082,7.89673316187,123.837319776,1082.0,R,-107300.65217391304,6.043478260869565,0.8695652173913043,10
675,PH201700001083,8.33527181493,123.841445662,1083.0,R,-26607.761904761905,8.333333333333334,0.9523809523809524,10
676,PH201700001084,8.43728710467,123.768471936,1084.0,R,-44540.958333333336,8.208333333333334,0.8333333333333334,10
677,PH201700001085,8.58008356138,123.590866977,1085.0,R,-69083.09090909091,8.090909090909092,0.8181818181818182,10
678,PH201700001086,8.15406671278,123.817185542,1086.0,U,35600.76190476191,9.80952380952381,1.0,2
679,PH201700001087,8.06232238405,123.719220742,1087.0,R,14771.8,10.0,0.96,10
680,PH201700001088,8.07489341341,123.622043753,1088.0,R,-103728.33333333331,8.285714285714286,0.7142857142857143,10
681,PH201700001089,8.55430701104,123.617588673,1089.0,R,-29340.86363636364,8.863636363636363,0.9090909090909092,10
682,PH201700001090,8.3608560763,123.813116876,1090.0,R,-46819.545454545456,8.136363636363637,0.9545454545454546,10
683,PH201700001091,8.51968476484,123.729441408,1091.0,R,-85580.75,7.125,0.75,10
684,PH201700001092,8.15859422308,123.827972937,1092.0,R,36834.375,10.666666666666666,0.9583333333333334,10
685,PH201700001093,8.17422971991,123.835782668,1093.0,R,-39226.230769230766,8.961538461538462,0.8461538461538461,10
686,PH201700001094,8.22754522211,123.73250766,1094.0,R,-139680.30434782608,3.9130434782608696,0.4782608695652174,10
687,PH201700001095,8.50597719356,124.760882985,1095.0,U,102534.31578947368,11.36842105263158,0.9473684210526316,2
688,PH201700001096,8.460382664,124.633388779,1096.0,U,31280.30769230769,10.0,0.9230769230769232,2
689,PH201700001097,8.47439270885,124.709168927,1097.0,U,17399.277777777777,11.666666666666666,0.6666666666666666,2
690,PH201700001098,8.48333843944,124.770293303,1098.0,U,-23847.157894736843,7.421052631578948,0.8947368421052632,2
691,PH201700001099,8.501321258,124.654353163,1099.0,U,20396.78260869565,10.826086956521738,0.9565217391304348,2
692,PH201700001100,8.49518814199,124.659498835,1100.0,U,-8106.125,10.583333333333334,0.9583333333333334,2
693,PH201700001101,8.47524192786,124.604022496,1101.0,U,22054.95238095238,11.714285714285714,1.0,2
694,PH201700001102,8.50063163045,124.659869737,1102.0,U,-29551.0,10.736842105263158,0.7894736842105263,2
695,PH201700001103,8.75863416821,124.816674355,1103.0,R,-48974.91666666666,9.125,0.7916666666666666,10
696,PH201700001104,8.7804695132,124.792435964,1104.0,R,-19215.615384615383,8.884615384615385,0.9615384615384616,10
697,PH201700001105,8.74868909407,125.064808276,1105.0,R,-90588.88,6.68,0.64,10
698,PH201700001106,8.65051822158,124.760297366,1106.0,R,-62848.0,8.0,0.8461538461538461,10
699,PH201700001107,8.57143941822,124.782954447,1107.0,R,-20320.03846153846,9.076923076923077,1.0,10
700,PH201700001108,8.49884619314,124.533597426,1108.0,R,-24542.346153846152,8.5,1.0,10
701,PH201700001109,8.93939291504,124.810137272,1109.0,R,-10018.52380952381,11.19047619047619,0.9523809523809524,10
702,PH201700001110,8.80647394707,125.1418538,1110.0,R,-59301.086956521736,7.260869565217392,0.9130434782608696,10
703,PH201700001111,8.77124884975,125.159584682,1111.0,R,-86380.45833333333,8.041666666666666,0.9166666666666666,10
704,PH201700001112,8.5535255988,124.759074934,1112.0,U,33811.51851851852,10.037037037037036,1.0,2
705,PH201700001113,8.58359369427,124.455223091,1113.0,R,-19270.88,9.44,0.88,10
706,PH201700001114,8.61028034534,124.473509218,1114.0,R,-46219.53571428572,9.607142857142858,0.8571428571428571,10
707,PH201700001115,9.23370219547,124.67046099,1115.0,R,-19631.68,10.28,0.96,10
708,PH201700001116,9.17598618355,124.750472374,1116.0,R,-37989.958333333336,9.25,0.875,10
709,PH201700001117,9.11329050253,124.791420642,1117.0,R,-37406.5652173913,10.478260869565217,1.0,10
710,PH201700001118,9.24941399458,124.710449981,1118.0,U,50603.38461538462,11.653846153846152,0.9615384615384616,2
711,PH201700001119,9.23581875445,124.672633656,1119.0,R,-10655.652173913044,8.173913043478262,0.9565217391304348,10
712,PH201700001120,9.10989828214,124.720574043,1120.0,R,-16091.478260869566,10.782608695652174,0.9130434782608696,10
713,PH201700001121,9.23586727151,124.644140947,1121.0,R,18313.6,9.4,1.0,10
714,PH201700001122,9.17984851367,124.666318568,1122.0,R,-38709.04166666666,9.708333333333334,0.9166666666666666,10
715,PH201700001123,9.1197042453,124.736080866,1123.0,R,-24528.695652173912,10.347826086956522,0.9565217391304348,10
716,PH201700001124,9.22347798023,124.681718841,1124.0,R,1602.1666666666667,11.125,0.9583333333333334,10
717,PH201700001125,9.12641817982,124.674804117,1125.0,R,-2267.583333333333,10.416666666666666,1.0,10
718,PH201700001126,9.15672800344,124.692875789,1126.0,R,-69825.76190476191,8.095238095238095,0.9047619047619048,10
719,PH201700001127,7.57215578842,126.100997363,1127.0,R,-32799.4,8.15,0.75,10
720,PH201700001128,7.84552643318,125.788917421,1128.0,U,-82004.54166666667,6.333333333333333,0.6666666666666666,2
721,PH201700001129,7.94182907317,125.724358261,1129.0,R,-69626.07692307692,5.846153846153846,0.6153846153846154,10
722,PH201700001130,7.10559876184,125.910577419,1130.0,U,-28242.69230769231,8.73076923076923,0.9230769230769232,2
723,PH201700001131,7.20738090973,125.918569333,1131.0,U,-155112.95652173914,4.608695652173913,0.0434782608695652,2
724,PH201700001132,7.10637445947,125.925879541,1132.0,R,-43448.47619047619,6.047619047619048,0.9047619047619048,10
725,PH201700001133,7.50898601534,126.0951868,1133.0,U,-77100.07692307692,7.846153846153846,0.6538461538461539,2
726,PH201700001134,7.71657565032,126.050230221,1134.0,R,-31305.529411764703,8.529411764705882,0.7647058823529411,10
727,PH201700001135,7.7949551843,125.859110929,1135.0,R,-98496.08333333331,5.75,0.2083333333333333,10
728,PH201700001136,7.54282960587,126.046584996,1136.0,R,-28792.25,11.666666666666666,0.7083333333333334,10
729,PH201700001137,7.32014799126,126.129870186,1137.0,R,-64644.11111111111,7.0,0.7222222222222222,10
730,PH201700001138,7.32996971333,125.93881426,1138.0,R,-81156.55555555556,5.277777777777778,0.6666666666666666,10
731,PH201700001139,7.4757133016,125.80381026,1139.0,U,66267.33333333333,10.625,1.0,2
732,PH201700001140,7.59417822869,125.647476968,1140.0,U,-13420.478260869566,9.565217391304348,0.8695652173913043,2
733,PH201700001141,7.67242780234,125.736241121,1141.0,R,-33922.4,8.68,0.92,10
734,PH201700001142,7.44907728474,125.768404873,1142.0,U,43947.17857142857,10.678571428571429,1.0,2
735,PH201700001143,7.43080438776,125.805818245,1143.0,U,28274.791666666668,9.791666666666666,1.0,2
736,PH201700001144,6.91637509124,125.711418794,1144.0,R,-67064.0,7.8076923076923075,0.7692307692307693,10
737,PH201700001145,7.45780931992,125.79542358,1145.0,U,88773.56521739131,11.130434782608695,1.0,2
738,PH201700001146,7.47172803475,125.712983192,1146.0,R,-42615.77777777778,8.703703703703704,0.8148148148148148,10
739,PH201700001147,7.46665865826,125.679200646,1147.0,R,888.3636363636364,9.5,0.8636363636363636,10
740,PH201700001148,7.43403025859,125.811815666,1148.0,U,144258.08333333334,12.541666666666666,0.9583333333333334,2
741,PH201700001149,7.35242312031,125.710161988,1149.0,U,52217.08,9.84,0.96,2
742,PH201700001150,7.35166437846,125.691032526,1150.0,R,-1655.75,7.875,0.875,10
743,PH201700001151,7.10024879923,125.618755134,1151.0,U,38937.82142857143,13.142857142857142,1.0,2
744,PH201700001152,7.12366958466,125.650754795,1152.0,U,-17289.809523809523,9.047619047619047,1.0,2
745,PH201700001153,7.19799327018,125.433142847,1153.0,U,-8910.611111111111,8.944444444444445,0.9444444444444444,2
746,PH201700001154,7.28308418358,125.302529954,1154.0,U,-67214.6,5.85,0.7,2
747,PH201700001155,7.05547434933,125.585200304,1155.0,U,42229.4,11.05,1.0,2
748,PH201700001156,7.06783937263,125.604394438,1156.0,U,-21785.886363636364,12.204545454545457,0.9772727272727272,2
749,PH201700001157,7.06397912249,125.614511032,1157.0,U,-4416.193548387097,11.32258064516129,0.967741935483871,2
750,PH201700001158,6.95848677171,125.415987963,1158.0,R,-61491.84210526316,6.2631578947368425,0.7894736842105263,10
751,PH201700001159,6.75983583064,125.370630693,1159.0,U,13405.37037037037,11.77777777777778,1.0,2
752,PH201700001160,6.79461819605,125.248690357,1160.0,R,4270.636363636364,9.818181818181818,0.9090909090909092,10
753,PH201700001161,6.80504943532,125.256070075,1161.0,R,-39778.22222222222,8.518518518518519,0.8888888888888888,10
754,PH201700001162,6.68506661779,125.301597734,1162.0,R,27537.25,9.916666666666666,0.9583333333333334,10
755,PH201700001163,6.72563983107,125.253514896,1163.0,R,-33162.04,8.0,0.96,10
756,PH201700001164,6.62267244112,125.217639554,1164.0,R,-92267.64,5.6,0.84,10
757,PH201700001165,6.75895698625,125.371508885,1165.0,U,4704.444444444444,10.48148148148148,1.0,2
758,PH201700001166,6.90903790631,125.442098118,1166.0,U,-85025.34782608696,6.608695652173913,0.5652173913043478,2
759,PH201700001167,6.82523583371,125.31430221,1167.0,R,-68687.2,7.0,0.68,10
760,PH201700001168,6.63140447576,125.218466657,1168.0,R,2816.04,8.92,0.92,10
761,PH201700001169,6.6683118718,125.245753971,1169.0,R,-23944.260869565216,8.130434782608695,0.9130434782608696,10
762,PH201700001170,6.59453533371,125.22461143,1170.0,R,-45738.739130434784,7.6521739130434785,0.9130434782608696,10
763,PH201700001171,6.40790049487,125.606550037,1171.0,U,32982.51851851852,10.88888888888889,1.0,2
764,PH201700001172,6.44019389134,125.559096889,1172.0,U,-62598.36363636364,7.545454545454546,0.7272727272727273,2
765,PH201700001173,6.34891037347,125.538938371,1173.0,R,-130505.88,5.24,0.48,10
766,PH201700001174,6.30103303076,125.580364785,1174.0,R,-111779.29166666669,5.583333333333333,0.4583333333333333,10
767,PH201700001175,6.09300371993,125.67446761,1175.0,R,-140963.07692307694,4.807692307692308,0.6538461538461539,10
768,PH201700001176,5.77020013614,125.510183027,1176.0,R,-118631.92,6.12,0.68,10
769,PH201700001177,6.39804193821,125.615020631,1177.0,U,-1750.375,9.083333333333334,1.0,2
770,PH201700001178,6.28756474825,125.613847568,1178.0,R,-126975.27272727272,5.136363636363637,0.6363636363636364,10
771,PH201700001179,6.39352523809,125.487513525,1179.0,R,-145935.125,2.583333333333333,0.2916666666666667,10
772,PH201700001180,5.43406445915,125.391650713,1180.0,R,-129154.37037037036,6.703703703703703,0.1481481481481481,10
773,PH201700001181,6.10327105693,125.670220091,1181.0,R,-143537.84,3.56,0.44,10
774,PH201700001182,5.97938157051,125.644607312,1182.0,R,-183334.5652173913,2.782608695652174,0.0434782608695652,10
775,PH201700001183,6.9613710488,126.032502807,1183.0,R,-23747.043478260868,9.434782608695652,0.9565217391304348,10
776,PH201700001184,7.31216552801,126.45947464,1184.0,R,-97337.55555555556,6.111111111111111,0.8518518518518519,10
777,PH201700001185,7.22538090245,126.544872034,1185.0,U,-59694.05263157895,6.842105263157895,0.8947368421052632,2
778,PH201700001186,6.96184624957,126.202031366,1186.0,U,94910.38095238096,12.047619047619047,1.0,2
779,PH201700001187,6.947346996,126.228201039,1187.0,U,-35721.09090909091,8.090909090909092,0.9545454545454546,2
780,PH201700001188,6.54050257029,126.08983137,1188.0,R,-69828.82608695653,7.565217391304348,0.9130434782608696,10
781,PH201700001189,7.78348124022,126.427539358,1189.0,U,-123721.71428571428,6.619047619047619,0.1428571428571428,2
782,PH201700001190,7.56878415692,126.571689565,1190.0,R,-21882.75,8.4,1.0,10
783,PH201700001191,7.23590128913,126.491680737,1191.0,R,-79011.33333333333,6.583333333333333,0.7916666666666666,10
784,PH201700001192,6.96243416122,126.208158675,1192.0,U,-37580.38095238096,8.095238095238095,0.8095238095238095,2
785,PH201700001193,7.01731481067,126.442780557,1193.0,R,-84318.73076923077,6.153846153846154,0.8076923076923077,10
786,PH201700001194,7.01793015345,126.283547147,1194.0,R,-100142.66666666669,7.761904761904762,0.5238095238095238,10
787,PH201700000043,7.18897554183,124.227699987,43.0,U,842.7692307692307,8.038461538461538,0.9615384615384616,2
788,PH201700000044,7.22701300385,124.250888108,44.0,U,81560.35,12.6,1.0,2
789,PH201700000045,7.22816313169,124.245631921,45.0,U,6491.833333333333,8.666666666666666,0.9333333333333332,2
790,PH201700000046,7.20455666465,124.249459945,46.0,U,69627.05,11.2,0.95,2
791,PH201700000047,7.18814293815,124.227445605,47.0,R,-25371.45,7.55,0.95,10
792,PH201700001195,7.16286461261,124.853318952,1195.0,R,9075.8,9.96,0.96,10
793,PH201700001196,7.05740226012,124.858615747,1196.0,R,-89517.04545454546,5.2727272727272725,1.0,10
795,PH201700001198,7.0243695454,125.082593944,1198.0,R,60692.333333333336,10.523809523809524,1.0,10
796,PH201700001199,6.77539783234,124.90154659,1199.0,R,-71778.28571428571,7.0,0.8095238095238095,10
797,PH201700001200,7.22487490615,125.056146135,1200.0,R,-75336.91304347826,8.608695652173912,0.5652173913043478,10
798,PH201700001201,7.23043325724,124.572932514,1201.0,R,27104.0,11.26086956521739,1.0,10
799,PH201700001202,7.30817707618,124.494043264,1202.0,R,-99916.09090909093,7.136363636363637,0.7272727272727273,10
800,PH201700001203,7.30115632643,124.748855373,1203.0,R,-93246.52,6.04,0.64,10
801,PH201700001204,6.89528218726,124.922118354,1204.0,R,-1473.8947368421052,10.789473684210526,0.9473684210526316,10
802,PH201700001205,7.02589554851,125.150037906,1205.0,R,-16486.083333333332,7.5,0.9583333333333334,10
803,PH201700001206,6.98779325495,124.966464742,1206.0,R,-72992.8947368421,8.947368421052632,0.8421052631578947,10
804,PH201700001207,5.87131345315,125.290995154,1207.0,R,-113691.05555555556,9.5,0.7777777777777778,10
805,PH201700001208,6.09498332579,125.281610689,1208.0,R,4838.304347826087,9.91304347826087,1.0,10
807,PH201700001210,6.06923690941,124.485563506,1210.0,R,28526.75,11.05,1.0,10
808,PH201700001211,5.917050354,124.808410409,1211.0,R,-70240.80952380953,7.809523809523809,0.9523809523809524,10
809,PH201700001212,5.6675028617,125.316682397,1212.0,R,-33382.76190476191,8.333333333333334,0.9523809523809524,10
811,PH201700001214,6.2955553228,125.288888892,1214.0,R,-75475.63636363637,10.363636363636363,0.9090909090909092,10
813,PH201700001216,6.05446367937,124.605587313,1216.0,R,-34318.565217391304,8.043478260869565,0.9565217391304348,10
814,PH201700001217,5.79932222378,125.204895876,1217.0,R,33690.72,9.92,0.96,10
815,PH201700001218,6.09461288954,124.527469724,1218.0,R,-115057.70833333331,5.583333333333333,0.5,10
816,PH201700001219,6.13877574036,125.118977991,1219.0,R,149620.7857142857,14.142857142857142,1.0,10
817,PH201700001220,6.11777754696,125.222924896,1220.0,U,19548.63157894737,9.421052631578949,1.0,2
818,PH201700001221,6.10969088283,125.161546639,1221.0,U,5544.217391304348,11.73913043478261,1.0,2
819,PH201700001222,6.10522789945,125.162720298,1222.0,U,-30268.055555555555,9.38888888888889,1.0,2
820,PH201700001223,6.05146817722,125.130562938,1223.0,U,-15519.444444444443,9.444444444444445,0.9444444444444444,2
821,PH201700001224,6.09089160582,125.143097048,1224.0,U,46526.27777777778,10.5,1.0,2
822,PH201700001225,6.07791802586,125.143119726,1225.0,U,-16542.894736842107,8.578947368421053,1.0,2
823,PH201700001226,6.06230362517,125.149641658,1226.0,U,494.8,8.95,1.0,2
824,PH201700001227,6.48704666024,124.932600656,1227.0,R,46.65384615384615,9.26923076923077,0.9615384615384616,10
825,PH201700001228,6.56276198198,124.754891625,1228.0,R,20220.44,10.84,1.0,10
826,PH201700001229,6.52421613052,124.653272536,1229.0,U,-9967.90476190476,8.904761904761905,1.0,2
827,PH201700001230,6.33384249657,124.92942252,1230.0,U,-4982.863636363636,9.181818181818182,1.0,2
828,PH201700001231,6.4553216784,124.943714881,1231.0,R,-18439.5,8.5,1.0,10
829,PH201700001232,6.24372786763,124.895898466,1232.0,R,-126462.13636363635,3.3181818181818183,0.7272727272727273,10
830,PH201700001233,6.49922078033,124.837480257,1233.0,U,90693.78260869563,12.826086956521738,1.0,2
831,PH201700001234,6.52726447418,124.919285764,1234.0,R,-1820.1538461538464,10.307692307692308,0.9615384615384616,10
832,PH201700001235,6.2874293614,124.848013018,1235.0,R,-108974.84210526316,3.526315789473684,0.7368421052631579,10
833,PH201700001236,6.5705509675,124.756196914,1236.0,R,-78421.34782608696,4.565217391304348,0.8260869565217391,10
834,PH201700001237,6.28146790581,124.91669695,1237.0,R,-79755.0,5.2631578947368425,0.8947368421052632,10
835,PH201700001238,6.37305359373,124.988264452,1238.0,R,-61813.2,6.8,0.9,10
836,PH201700001239,6.66213367462,124.639104054,1239.0,U,-11778.09090909091,9.272727272727272,0.9090909090909092,2
837,PH201700001240,6.66610886964,124.671313729,1240.0,U,65631.08695652174,11.043478260869565,1.0,2
838,PH201700001241,6.61182982089,124.598573811,1241.0,U,49715.52,11.44,1.0,2
839,PH201700001242,6.21501980617,124.258213507,1242.0,R,-53535.08,9.12,1.0,10
840,PH201700001243,6.58718872516,124.05998672,1243.0,R,-61428.34782608696,8.478260869565217,0.9130434782608696,10
841,PH201700001244,6.43792951786,124.271956073,1244.0,R,-102709.625,5.916666666666667,0.7083333333333334,10
842,PH201700001245,6.72066129156,124.550255347,1245.0,R,10443.739130434782,9.130434782608695,0.9130434782608696,10
843,PH201700001246,6.73043555167,124.552307617,1246.0,R,-45677.12,9.04,1.0,10
