cluster_number,wealth_index,education_completed_yrs,electricity_access
85,-1679.7272727272727,14.090909090909092,0.9545454545454546
86,-102830.45454545454,10.409090909090908,0.8636363636363636
87,-34295.63636363636,7.7727272727272725,0.7727272727272727
88,-32643.416666666668,9.458333333333334,0.7916666666666666
89,-58278.72,5.28,0.96
90,-50967.69565217391,7.956521739130435,0.8695652173913043
91,-88621.8,6.1,0.7
92,-75633.66666666667,10.041666666666666,0.7916666666666666
93,-55378.13636363636,7.636363636363637,0.6818181818181818
94,-23853.153846153848,9.23076923076923,0.8461538461538461
95,-95034.44,8.68,0.4
96,67020.4,13.3,1.0
97,86786.75,12.3,1.0
98,89351.9,11.4,1.0
99,84762.25,12.25,1.0
100,104324.7,12.65,1.0
101,97442.75,10.85,1.0
102,87923.1,12.15,1.0
103,94935.7,11.95,1.0
104,65269.692307692305,10.423076923076923,1.0
105,61377.0,12.307692307692308,1.0
106,258.7692307692308,8.576923076923077,0.9615384615384616
107,74435.48148148147,11.703703703703704,0.9629629629629629
108,114194.57692307692,20.192307692307693,1.0
109,83401.23076923077,12.23076923076923,0.9615384615384616
110,50898.653846153844,10.076923076923077,0.9230769230769231
111,49818.57692307692,8.26923076923077,1.0
112,-67146.76923076923,4.5,0.8076923076923077
113,60018.57692307692,10.0,1.0
114,64846.5,9.653846153846153,0.9615384615384616
115,64637.692307692305,11.461538461538462,1.0
116,-20793.076923076922,8.384615384615385,0.8846153846153846
117,-91277.92307692308,4.6923076923076925,1.0
118,-91392.23076923077,6.230769230769231,0.9230769230769231
119,87068.61538461539,12.615384615384615,1.0
120,-49488.730769230766,5.730769230769231,1.0
121,-54604.46153846154,6.884615384615385,0.9230769230769231
122,-24135.884615384617,6.769230769230769,1.0
123,-62427.807692307695,6.076923076923077,0.9615384615384616
124,-70464.0,5.461538461538462,1.0
125,106722.07692307692,13.76923076923077,1.0
126,-18590.076923076922,8.615384615384615,1.0
127,-23317.96153846154,8.615384615384615,1.0
128,27533.76,8.12,0.96
129,7508.315789473684,10.210526315789474,1.0
130,-63780.52173913043,8.304347826086957,0.8260869565217391
131,-83963.45454545454,4.454545454545454,0.7727272727272727
132,-46424.5,5.7272727272727275,0.9090909090909091
133,-91342.94736842105,6.0,1.0
134,17766.260869565216,9.826086956521738,0.9565217391304348
135,-105652.15,7.5,0.95
136,-27165.090909090908,7.590909090909091,0.8636363636363636
137,35590.96,9.04,1.0
138,14379.84,9.0,0.96
139,-31467.809523809523,6.523809523809524,0.9523809523809523
140,-20202.884615384617,9.115384615384615,1.0
141,-66567.5,4.0625,1.0
142,-88852.30769230769,6.576923076923077,1.0
143,-20933.619047619046,7.190476190476191,1.0
144,-8124.653846153846,7.730769230769231,1.0
145,1876.125,10.041666666666666,1.0
146,-16609.055555555555,11.166666666666666,1.0
147,-82420.61538461539,6.6923076923076925,1.0
148,-50856.230769230766,7.615384615384615,1.0
149,-43846.5,7.136363636363637,1.0
150,-21690.1,7.7,1.0
151,-10871.521739130434,7.782608695652174,1.0
152,115677.0,13.411764705882353,0.8823529411764706
153,-3334.8333333333335,9.166666666666666,0.8888888888888888
154,23845.941176470587,9.647058823529411,1.0
155,35008.82352941176,10.764705882352942,0.9411764705882353
156,75826.1052631579,10.263157894736842,1.0
157,44885.68421052631,10.263157894736842,0.8947368421052632
158,30783.555555555555,10.38888888888889,1.0
159,-65067.0,8.066666666666666,0.9333333333333333
160,2017.2608695652175,10.478260869565217,0.8695652173913043
161,-52344.217391304344,9.0,0.8695652173913043
162,-44459.913043478264,8.608695652173912,0.9130434782608695
163,37682.153846153844,10.846153846153847,0.9230769230769231
164,-24920.625,9.083333333333334,0.7916666666666666
165,-58230.608695652176,8.565217391304348,0.8260869565217391
166,28738.727272727272,9.363636363636363,0.8636363636363636
167,-40092.84,9.12,0.8
168,-66313.2,5.8,1.0
169,88146.16666666667,11.791666666666666,1.0
170,-30556.954545454544,9.045454545454545,0.8181818181818182
171,-58967.86363636364,7.409090909090909,0.9545454545454546
172,-25267.875,8.291666666666666,0.8333333333333334
173,-49397.857142857145,8.857142857142858,1.0
174,-70209.5,5.458333333333333,0.625
175,-66833.24,6.84,0.8
176,-37525.84,8.84,0.88
177,-90917.04545454546,7.409090909090909,0.5909090909090909
178,-13688.192307692309,8.76923076923077,0.9615384615384616
179,-89479.30434782608,7.521739130434782,0.6521739130434783
180,-84832.16666666667,6.333333333333333,0.75
181,40192.125,10.333333333333334,0.9583333333333334
182,42234.36,10.84,0.84
183,-103741.09523809524,7.190476190476191,0.5238095238095238
184,-20564.32,8.32,0.92
185,16875.0,9.434782608695652,0.9565217391304348
186,-42180.07692307692,6.730769230769231,1.0
187,-49910.705882352944,6.352941176470588,0.9411764705882353
188,41035.565217391304,9.565217391304348,1.0
189,-40840.791666666664,5.666666666666667,1.0
190,-15624.952380952382,9.285714285714286,0.9047619047619048
191,2995.7391304347825,8.217391304347826,0.9130434782608695
192,-63723.08,6.08,0.96
193,-3157.35,6.35,0.95
194,-80046.53846153847,4.615384615384615,0.7692307692307693
195,35126.05263157895,10.631578947368421,0.9473684210526315
196,71349.03846153847,10.423076923076923,0.9615384615384616
197,31037.458333333332,10.208333333333334,0.9583333333333334
198,-38080.03703703704,7.148148148148148,0.8888888888888888
199,-36636.17391304348,7.043478260869565,1.0
200,-28877.833333333332,9.166666666666666,0.9583333333333334
201,-22545.846153846152,9.346153846153847,0.9615384615384616
202,76361.24137931035,12.206896551724139,0.9655172413793104
203,24731.16,11.28,0.96
204,-17016.869565217392,7.608695652173913,0.9565217391304348
205,23166.5,12.708333333333334,1.0
206,-15441.692307692309,7.846153846153846,0.9230769230769231
207,-46505.25,6.708333333333333,0.9166666666666666
208,-3415.9166666666665,9.958333333333334,0.875
209,-34717.5,7.2,0.95
210,-14565.894736842105,8.526315789473685,0.8947368421052632
211,89604.58333333333,11.708333333333334,1.0
212,-56128.84,5.92,0.84
213,-78757.85714285714,5.571428571428571,0.9047619047619048
214,15775.35,9.9,1.0
215,-58412.04347826087,7.3478260869565215,0.9130434782608695
216,-41202.7,7.2,1.0
217,62558.0,10.44,0.96
218,-53293.333333333336,6.458333333333333,0.9166666666666666
219,-99744.25,7.625,0.7916666666666666
220,97456.46666666666,11.6,1.0
221,94523.75,11.05,1.0
222,66907.23809523809,10.523809523809524,0.9047619047619048
223,78759.3,10.95,0.95
224,62314.7,8.65,0.95
225,104213.5,11.45,1.0
226,112627.90476190476,12.095238095238095,1.0
227,40275.782608695656,10.826086956521738,0.9565217391304348
228,49376.92,10.76,0.92
229,92028.72727272728,11.409090909090908,1.0
230,76162.54545454546,10.772727272727273,1.0
231,91283.9,11.1,1.0
232,95737.25,11.1,1.0
233,65037.0,11.25,1.0
234,36266.15,10.65,1.0
235,47710.2,9.85,1.0
236,192056.9411764706,14.176470588235293,1.0
237,75724.8,11.533333333333333,1.0
238,59145.10526315789,10.31578947368421,1.0
239,48726.0,9.8,1.0
240,169458.33333333334,13.666666666666666,1.0
241,74179.2,10.15,1.0
242,150971.0625,13.6875,1.0
243,47736.07142857143,10.571428571428571,1.0
244,93716.05263157895,12.947368421052632,1.0
245,213721.38461538462,14.846153846153847,1.0
246,144913.6,13.95,1.0
247,141029.52631578947,13.368421052631579,1.0
248,139322.3,13.95,1.0
249,129951.78947368421,13.473684210526315,1.0
250,65804.63157894737,10.947368421052632,1.0
251,109791.86956521739,11.391304347826088,1.0
252,173889.75,14.5,1.0
253,195758.72727272726,15.181818181818182,1.0
254,52832.086956521736,10.782608695652174,1.0
255,77032.1,10.4,1.0
256,135271.45454545456,14.636363636363637,1.0
257,122731.46666666666,12.733333333333333,1.0
258,136444.63157894736,13.68421052631579,1.0
259,69746.5,10.055555555555555,0.9444444444444444
260,122024.24,12.64,1.0
261,92997.4,11.95,1.0
262,140020.36842105264,12.68421052631579,1.0
263,114476.4,14.533333333333333,1.0
264,72425.26086956522,13.434782608695652,1.0
265,168446.5294117647,13.529411764705882,1.0
266,96009.35,12.0,1.0
267,131238.46153846153,14.692307692307692,1.0
268,159476.3125,14.1875,1.0
269,143001.15384615384,12.846153846153847,1.0
270,133261.35,12.95,1.0
271,80809.33333333333,11.571428571428571,1.0
272,146639.17647058822,18.11764705882353,1.0
273,117078.84210526316,12.631578947368421,1.0
274,94995.83333333333,12.5,1.0
275,86658.68421052632,10.894736842105264,1.0
276,48097.9,11.5,1.0
277,220884.25,19.4,1.0
278,64009.68421052631,12.947368421052632,1.0
279,21589.8,10.1,1.0
280,110762.7,11.2,1.0
281,67430.23809523809,11.19047619047619,1.0
282,119871.25,12.35,1.0
283,71075.26086956522,9.304347826086957,1.0
284,61016.47368421053,8.631578947368421,1.0
285,-8930.26923076923,7.1923076923076925,1.0
286,107877.90909090909,11.863636363636363,1.0
287,15245.347826086956,8.130434782608695,0.9565217391304348
288,61988.954545454544,10.5,1.0
289,86043.41176470589,10.941176470588236,1.0
290,18957.05,8.0,1.0
291,12948.416666666666,8.958333333333334,1.0
292,186924.46666666667,14.066666666666666,1.0
293,85412.5,11.7,1.0
294,61425.05,10.9,1.0
295,78821.57142857143,13.142857142857142,1.0
296,181234.77777777778,13.222222222222221,1.0
297,97139.83333333333,11.5,1.0
298,57693.05,9.95,1.0
299,87002.7,11.0,1.0
300,33595.619047619046,10.666666666666666,0.9047619047619048
302,67546.125,15.25,1.0
303,76900.57142857143,10.666666666666666,1.0
304,96854.21052631579,11.31578947368421,1.0
305,66771.65,10.7,1.0
306,80576.88888888889,11.61111111111111,1.0
307,24905.428571428572,8.5,1.0
308,128042.5,12.38888888888889,1.0
309,107454.1,12.0,1.0
310,67253.52631578948,11.31578947368421,1.0
311,179971.55,13.7,0.95
312,140285.8947368421,13.421052631578947,1.0
313,104759.1,11.2,1.0
314,85594.65217391304,11.73913043478261,1.0
315,83715.94736842105,10.894736842105264,1.0
316,109741.95,12.1,1.0
317,32781.47619047619,10.0,0.9523809523809523
318,100814.0,11.133333333333333,1.0
319,174745.375,13.5,1.0
320,188874.0,15.0,1.0
321,76981.68181818182,11.045454545454545,0.9545454545454546
322,173558.55555555556,14.833333333333334,1.0
323,34230.11111111111,10.277777777777779,0.8888888888888888
324,37726.45,10.25,1.0
325,147935.7857142857,13.571428571428571,1.0
326,71052.73684210527,10.894736842105264,1.0
327,96361.70833333333,15.625,1.0
328,138830.66666666666,12.61111111111111,1.0
329,74816.08695652174,11.26086956521739,0.9565217391304348
330,175912.44444444444,13.777777777777779,1.0
331,166948.44444444444,14.166666666666666,1.0
332,107424.86956521739,12.73913043478261,0.9565217391304348
333,106643.22727272728,12.0,0.9090909090909091
334,88749.1052631579,11.947368421052632,1.0
335,128693.55555555556,11.833333333333334,1.0
336,84927.15,10.9,1.0
337,86657.09090909091,11.227272727272727,1.0
338,102632.76190476191,12.285714285714286,1.0
339,66962.44444444444,10.333333333333334,0.9629629629629629
340,100073.80952380953,10.619047619047619,0.9523809523809523
341,69558.66666666667,11.380952380952381,0.9523809523809523
342,113518.63636363637,11.909090909090908,0.9545454545454546
343,123472.0,10.555555555555555,1.0
344,63415.0,11.7,0.85
345,62687.458333333336,10.291666666666666,0.9583333333333334
346,33453.95238095238,10.761904761904763,1.0
347,-20544.3,9.6,0.95
348,-17146.833333333332,9.277777777777779,1.0
349,-23546.8,9.4,0.95
350,-55198.77272727273,7.2272727272727275,0.9545454545454546
351,-58230.916666666664,5.75,0.9583333333333334
352,-30308.625,8.791666666666666,0.9166666666666666
353,-64673.63636363636,6.7272727272727275,0.9545454545454546
354,-164734.91304347827,2.782608695652174,0.6521739130434783
355,1749.9166666666667,10.208333333333334,0.9166666666666666
356,71298.91304347826,12.782608695652174,1.0
357,-51819.68,8.72,0.96
358,156897.0625,13.625,1.0
359,-19604.782608695652,9.521739130434783,0.9565217391304348
360,3223.478260869565,9.956521739130435,1.0
361,52849.705882352944,10.294117647058824,0.9411764705882353
362,125271.92857142857,12.071428571428571,1.0
363,29162.333333333332,9.833333333333334,1.0
364,43582.444444444445,9.944444444444445,1.0
365,-17337.933333333334,9.066666666666666,1.0
366,91534.76923076923,11.384615384615385,1.0
367,147047.16666666666,14.25,1.0
368,82210.06666666667,12.666666666666666,1.0
369,2366.25,9.5,0.875
370,154762.5,13.7,1.0
371,-57168.882352941175,8.647058823529411,1.0
372,3586.5714285714284,8.571428571428571,0.8571428571428571
373,34206.5,10.65,0.95
374,11606.47619047619,8.285714285714286,0.9047619047619048
375,29064.0,9.333333333333334,1.0
376,-51099.565217391304,5.565217391304348,0.7391304347826086
377,94323.26315789473,11.263157894736842,1.0
378,-55253.77272727273,6.545454545454546,0.8636363636363636
379,-25044.0,5.555555555555555,0.8888888888888888
380,-22097.238095238095,8.285714285714286,0.9047619047619048
381,-61138.619047619046,5.571428571428571,0.9523809523809523
382,-131010.1052631579,4.2105263157894735,0.21052631578947367
383,41157.0,9.5,0.9090909090909091
384,-15531.285714285714,8.095238095238095,0.9047619047619048
385,-108132.28571428571,3.5714285714285716,0.19047619047619047
386,33653.0,8.521739130434783,0.9565217391304348
387,35672.56,10.08,1.0
388,32203.46153846154,7.230769230769231,1.0
389,50831.333333333336,11.2,1.0
390,73691.28,8.12,1.0
391,23821.47619047619,8.476190476190476,0.9523809523809523
392,129365.13043478261,13.0,1.0
393,23761.625,10.416666666666666,0.875
394,117566.52173913043,10.565217391304348,0.9565217391304348
395,18831.04,8.08,1.0
396,9332.074074074075,7.407407407407407,0.9629629629629629
397,79277.15384615384,10.153846153846153,1.0
398,68617.36363636363,8.545454545454545,1.0
399,29328.545454545456,11.454545454545455,0.9545454545454546
400,-23625.35,7.9,1.0
401,67406.08,10.52,0.96
402,18617.96,9.28,1.0
403,52240.375,10.083333333333334,1.0
404,41964.04347826087,10.217391304347826,1.0
405,138422.83333333334,11.777777777777779,1.0
406,102529.26315789473,11.947368421052632,1.0
407,36888.454545454544,9.772727272727273,1.0
408,34265.375,8.083333333333334,1.0
409,-10979.052631578947,5.631578947368421,1.0
410,70591.86363636363,10.227272727272727,1.0
411,-3083.76,9.96,1.0
412,-28456.0,7.96,0.92
413,7930.277777777777,9.222222222222221,0.9444444444444444
414,20654.608695652172,9.73913043478261,0.9565217391304348
415,19587.521739130436,8.391304347826088,0.9130434782608695
416,111760.25,11.625,0.875
417,3551.4583333333335,8.166666666666666,0.875
418,103794.08695652174,12.782608695652174,1.0
419,-76698.0,6.923076923076923,0.8846153846153846
420,4724.0,8.958333333333334,0.9166666666666666
421,25483.333333333332,10.0,0.9629629629629629
422,51619.217391304344,10.434782608695652,1.0
423,2734.5,8.875,0.9166666666666666
424,18880.346153846152,9.615384615384615,1.0
425,103751.73684210527,12.210526315789474,1.0
426,36874.77272727273,10.909090909090908,1.0
427,7844.777777777777,9.0,0.9629629629629629
428,67153.13043478261,11.478260869565217,0.9130434782608695
429,25182.416666666668,10.25,0.9166666666666666
430,44553.045454545456,11.0,1.0
431,5937.65,9.35,1.0
432,-18499.75,8.833333333333334,0.9166666666666666
433,-34382.217391304344,8.956521739130435,0.9130434782608695
434,106340.52631578948,12.631578947368421,1.0
435,-12791.869565217392,8.826086956521738,0.9565217391304348
436,92266.0,12.130434782608695,1.0
437,87688.95238095238,11.333333333333334,1.0
438,91036.6,12.85,1.0
439,58356.23809523809,9.380952380952381,1.0
440,117893.95,13.8,1.0
441,56001.3,12.65,0.95
442,74045.625,9.5625,0.9375
443,72673.45454545454,11.545454545454545,1.0
444,86029.8947368421,12.105263157894736,1.0
445,77072.08333333333,11.791666666666666,0.9583333333333334
446,33535.27272727273,10.227272727272727,0.9090909090909091
447,-20079.5,9.583333333333334,0.9583333333333334
448,-28232.095238095237,5.666666666666667,0.9523809523809523
449,21013.590909090908,9.954545454545455,1.0
450,95403.8,11.32,1.0
451,-65808.25,6.8,0.8
452,-1983.0869565217392,7.608695652173913,1.0
453,49815.181818181816,10.818181818181818,1.0
454,-25148.2,8.2,1.0
455,37069.52,10.08,0.96
456,13164.260869565218,9.608695652173912,0.9565217391304348
457,-59617.92307692308,7.0,0.9615384615384616
458,15807.391304347826,8.434782608695652,0.9130434782608695
459,1484.85,9.25,1.0
460,39315.041666666664,11.0,1.0
461,-11914.727272727272,8.045454545454545,0.9545454545454546
462,-32701.608695652172,11.347826086956522,0.9130434782608695
463,2817.478260869565,13.565217391304348,0.9565217391304348
464,54114.944444444445,9.555555555555555,1.0
465,-616.9583333333334,7.375,1.0
466,-35183.2,7.6,1.0
467,70386.07692307692,10.038461538461538,1.0
468,-44703.34782608696,6.695652173913044,1.0
469,1908.6666666666667,7.958333333333333,0.9583333333333334
470,11905.916666666666,9.875,1.0
471,52084.73684210526,12.473684210526315,1.0
472,21740.12,9.6,1.0
473,127691.69565217392,12.869565217391305,1.0
474,-55687.92,6.64,0.92
475,-35008.72727272727,7.545454545454546,0.9090909090909091
476,44295.307692307695,9.615384615384615,1.0
477,4375.363636363636,8.363636363636363,1.0
478,-70235.95454545454,7.318181818181818,0.9545454545454546
479,22330.434782608696,9.391304347826088,1.0
480,24807.130434782608,10.869565217391305,0.9565217391304348
481,-93067.44,6.32,0.84
482,85677.54166666667,10.791666666666666,1.0
483,-3099.2,7.52,1.0
484,-48272.15789473684,5.421052631578948,0.8421052631578947
485,90472.52173913043,11.130434782608695,1.0
486,35422.55,10.4,0.95
487,-24271.75,4.5,0.8
488,69414.3,11.85,1.0
489,28234.0,7.833333333333333,0.9166666666666666
490,-55616.4,9.96,0.88
491,58319.27272727273,10.363636363636363,1.0
492,35819.27272727273,9.272727272727273,0.9545454545454546
493,-57174.86956521739,5.565217391304348,0.8695652173913043
494,77074.21739130435,10.130434782608695,1.0
495,-41857.76190476191,7.428571428571429,0.8095238095238095
496,3768.375,9.083333333333334,1.0
497,112201.57142857143,13.380952380952381,1.0
498,-4039.764705882353,8.764705882352942,0.8235294117647058
499,28343.0,9.583333333333334,1.0
500,19667.5,8.6,1.0
501,-30268.875,7.541666666666667,0.8333333333333334
502,-34608.13043478261,7.043478260869565,0.8695652173913043
503,9501.739130434782,10.08695652173913,1.0
504,20062.833333333332,10.0,1.0
505,-41633.15789473684,7.2631578947368425,0.9473684210526315
506,113879.86363636363,11.454545454545455,1.0
507,47172.88,8.36,1.0
508,38903.15,7.7,1.0
509,65480.7037037037,9.62962962962963,1.0
510,96320.625,9.375,1.0
511,89610.0,10.428571428571429,0.9523809523809523
512,76654.17391304347,11.130434782608695,1.0
513,77610.73913043478,10.869565217391305,0.9130434782608695
514,19821.85,9.35,0.8
515,103761.95,11.2,1.0
516,13709.08,9.12,0.8
517,61214.769230769234,9.846153846153847,0.9615384615384616
518,109539.33333333333,9.555555555555555,0.9444444444444444
519,49453.066666666666,8.666666666666666,1.0
520,130956.33333333333,11.833333333333334,1.0
521,90604.95652173914,11.08695652173913,0.9565217391304348
522,95422.26086956522,9.956521739130435,0.9565217391304348
523,67175.04,7.92,1.0
524,45351.333333333336,9.083333333333334,0.9583333333333334
525,36235.565217391304,8.0,1.0
526,69420.33333333333,9.083333333333334,1.0
527,112341.52,10.24,1.0
528,110569.26315789473,10.368421052631579,0.9473684210526315
529,28514.82608695652,7.434782608695652,0.9565217391304348
530,-445.34615384615387,8.76923076923077,0.8461538461538461
531,50729.82608695652,9.608695652173912,0.9565217391304348
532,-1609.6666666666667,7.333333333333333,0.9047619047619048
533,44979.260869565216,8.565217391304348,1.0
534,4656.88,7.36,0.92
535,42150.17391304348,8.695652173913043,0.9565217391304348
536,61245.36,8.96,1.0
537,47302.85,10.45,1.0
538,-4086.181818181818,8.545454545454545,0.8636363636363636
539,78126.08333333333,11.625,1.0
540,36618.045454545456,9.636363636363637,1.0
541,31779.115384615383,8.192307692307692,1.0
542,105020.53333333334,10.333333333333334,1.0
543,114099.0,9.157894736842104,1.0
544,103560.36363636363,10.545454545454545,1.0
545,77106.05882352941,9.529411764705882,1.0
546,142817.58823529413,11.941176470588236,1.0
547,79494.63636363637,9.454545454545455,1.0
548,-21200.5,6.277777777777778,0.8333333333333334
549,104674.73333333334,10.266666666666667,1.0
550,85626.59090909091,9.909090909090908,1.0
551,100389.2,8.933333333333334,1.0
552,87532.57142857143,8.952380952380953,0.9523809523809523
553,140926.07142857142,13.0,1.0
554,99830.31818181818,10.0,1.0
555,98080.69565217392,9.130434782608695,1.0
556,51210.72,8.76,1.0
557,76829.31818181818,9.636363636363637,0.9545454545454546
558,62348.92,9.6,1.0
559,103152.21739130435,9.434782608695652,1.0
560,64469.142857142855,9.761904761904763,0.9523809523809523
561,73636.37037037036,10.148148148148149,0.9629629629629629
562,10304.285714285714,10.380952380952381,1.0
563,37020.458333333336,9.166666666666666,1.0
564,2362.0625,10.3125,0.9375
565,65355.84,9.64,1.0
566,131027.625,12.125,1.0
567,79362.79166666667,10.375,1.0
568,16500.619047619046,9.476190476190476,0.9047619047619048
569,-20386.458333333332,8.541666666666666,1.0
570,18886.071428571428,9.142857142857142,1.0
571,114547.05882352941,11.176470588235293,1.0
572,100134.69565217392,11.347826086956522,1.0
573,2872.695652173913,7.739130434782608,0.9565217391304348
574,123464.78571428571,12.0,1.0
575,75262.68421052632,8.368421052631579,0.9473684210526315
576,70408.66666666667,10.222222222222221,1.0
577,32883.68421052631,10.473684210526315,0.7894736842105263
578,51007.35294117647,11.117647058823529,1.0
579,89610.70588235294,9.411764705882353,1.0
580,85978.68421052632,11.68421052631579,0.9473684210526315
581,124118.0625,10.6875,1.0
582,46768.90909090909,9.454545454545455,0.9545454545454546
583,18866.85185185185,13.88888888888889,1.0
584,-42270.208333333336,7.416666666666667,0.7916666666666666
585,85471.16666666667,11.416666666666666,0.9583333333333334
586,50473.04347826087,11.478260869565217,1.0
587,-9905.05,7.65,0.8
588,121717.09090909091,11.818181818181818,1.0
589,27311.526315789473,9.31578947368421,1.0
590,22828.17391304348,7.478260869565218,0.9565217391304348
591,-111458.125,4.541666666666667,0.4166666666666667
592,93283.26086956522,11.391304347826088,0.9565217391304348
593,36633.52,9.72,0.92
594,66691.5,9.722222222222221,1.0
595,58572.555555555555,11.055555555555555,0.7777777777777778
596,-22363.416666666668,6.791666666666667,1.0
597,59350.61538461538,8.192307692307692,1.0
598,68498.76190476191,8.904761904761905,1.0
599,81404.04166666667,10.791666666666666,0.9166666666666666
600,22772.166666666668,8.791666666666666,1.0
601,96105.33333333333,11.61111111111111,1.0
602,-992.9130434782609,7.478260869565218,0.9130434782608695
603,98097.0,11.173913043478262,1.0
604,67315.20833333333,8.333333333333334,1.0
605,-21830.227272727272,7.636363636363637,0.9545454545454546
606,122389.05263157895,11.736842105263158,1.0
607,124552.69565217392,12.043478260869565,1.0
608,36548.0,8.681818181818182,0.9545454545454546
609,79346.04,10.0,1.0
610,57356.8,11.25,1.0
611,48106.28571428572,9.535714285714286,1.0
612,155621.05263157896,13.789473684210526,1.0
613,135402.3,12.3,1.0
614,132138.3,13.2,1.0
615,29659.08695652174,11.434782608695652,1.0
616,54849.375,8.333333333333334,0.9166666666666666
617,29748.947368421053,9.631578947368421,1.0
618,44493.846153846156,9.961538461538462,0.9615384615384616
619,73105.46153846153,10.692307692307692,0.9615384615384616
620,6752.0,8.26923076923077,0.8846153846153846
621,39662.16,10.56,1.0
622,95893.23076923077,11.576923076923077,1.0
623,28019.28,10.68,1.0
624,60897.10344827586,9.310344827586206,1.0
625,19984.30769230769,8.423076923076923,0.9615384615384616
626,108631.42307692308,11.846153846153847,1.0
627,100968.64,11.8,1.0
628,-3059.52,9.28,0.96
629,53860.07692307692,9.5,0.9615384615384616
630,2267.8636363636365,9.636363636363637,1.0
631,84127.41176470589,12.058823529411764,1.0
632,39495.9,10.8,1.0
633,30832.117647058825,10.882352941176471,1.0
634,-40418.6,6.1,0.95
635,123510.90909090909,12.045454545454545,1.0
